price,os,new,model_cpu,core,frequency_ghz,socket,ram_gb,ram_type,ram_ghz,model_gpu,vram_gb,storage_gb,mother_board,power_supply,estimation,link,general_score
31975,windows 10 home,unknown,intel celeron g5905,2.0,3500.0,unknown,8.0,ddr4,0.0,intel uhd graphics 610,2.0,240.0,intel h410,400.0,Плохая,https://www.ozon.ru/product/riwer-sistemnyy-blok-intel-celeron-g5905-ram-8-gb-ssd-240-gb-intel-uhd-graphics-610-windows-10-home-1034965856/?at=wptnmqwb0cxqkvzqhjvrx5kslxm3wqh13bxjvfrpqlro,11.5
20330,windows 10 pro,unknown,intel pentium gold g5420,2.0,3800.0,unknown,16.0,ddr4,0.0,intel hd graphics,1.0,0.0,unknown,400.0,Хорошая,https://www.ozon.ru/product/sistemnyy-blok-intel-pentium-gold-g5420-ram-16-gb-ssd-120-gb-intel-hd-graphics-windows-10-1856847840/?at=a6tgaozwjcolblgyuxdvvljc0j7nl5cxmxyemi5qvq9v,11.0
19601,без ос,unknown,intel celeron g1820,2.0,2700.0,unknown,16.0,ddr3,0.0,intel hd graphics,2.0,512.0,intel h81 express,450.0,Хорошая,https://www.ozon.ru/product/riwer-sistemnyy-blok-intel-celeron-g1820-ram-16-gb-ssd-512-gb-intel-hd-graphics-bez-os-chernyy-1741994756/?at=16tlng9y8tmjeyrgivzb2j8hpb34xocj5nwyeuw1exqx,13.4
14064,без ос,unknown,intel pentium g4400,2.0,2900.0,unknown,8.0,ddr4,0.0,intel hd graphics 510,0.0,0.0,unknown,400.0,Плохая,https://www.ozon.ru/product/aquarius-sistemnyy-blok-intel-pentium-g4400-ram-8-gb-ssd-256-gb-intel-hd-graphics-510-bez-os-2717403797/?at=qqtjjno59cezz1zlc2xbjr4unjbo8jig4ljjkix7o1yy,8.0
72027,windows 10 pro,unknown,amd athlon 3000g,2.0,0.0,unknown,16.0,ddr4,0.0,amd radeon vega 3,2.0,0.0,amd a520,500.0,Плохая,https://www.ozon.ru/product/risteq-sistemnyy-blok-kompyuter-dlya-raboty-i-doma-hi-office-v1-wifi-amd-athlon-3000g-ram-16-gb-3143061799/?at=46trk5v1rtxxwl3nte3nvbjill21avie6kzvgswz7ogo,12.0
10590,windows 10 pro,unknown,intel celeron g5905,2.0,3500.0,unknown,4.0,ddr4,0.0,intel uhd graphics 610,0.0,128.0,intel b460,180.0,Нормальная,https://www.ozon.ru/product/hp-sistemnyy-blok-hp-290-g3-intel-celeron-g5905-ram-4-gb-ssd-128-gb-intel-uhd-graphics-610-windows-1721503200/?at=vvtzoyramiqonammcg3nygxs16pjgxur4vrlzs96rjng,9.0
98569,windows 11 pro,unknown,amd athlon pro 300ge,2.0,3400.0,unknown,16.0,ddr4,0.0,amd radeon vega 3,0.0,1000.0,amd a520,450.0,Плохая,https://www.ozon.ru/product/auroralabs-sistemnyy-blok-amd-athlon-pro-300ge-ram-16-gb-ssd-1000-gb-amd-radeon-vega-3-windows-3072861043/?at=a6tgaozwjcwr9wyvc9mdopduq7zwvvtj7qrqhdpxqe8,17.0
56231,windows 10 pro,unknown,amd athlon 3000g,2.0,0.0,unknown,16.0,ddr4,0.0,amd radeon vega 3,2.0,0.0,amd a520,450.0,Плохая,https://www.ozon.ru/product/risteq-sistemnyy-blok-kompyuter-dlya-raboty-i-doma-hi-office-v1-wifi-amd-athlon-3000g-ram-16-gb-ssd-3143061866/?at=36twzkeqzcq3kxvpcyz8xnztyo14p1uw20y43szal3l0,12.0
32169,windows 10 pro,unknown,intel celeron g5905,2.0,3500.0,unknown,8.0,ddr4,0.0,intel uhd graphics 610,2.0,240.0,intel h410,400.0,Плохая,https://www.ozon.ru/product/riwer-sistemnyy-blok-intel-celeron-g5905-ram-8-gb-ssd-240-gb-intel-uhd-graphics-610-windows-10-pro-1034966691/?at=xqtkokzymck3nyjrf7n987kc72xl7afvgnjqzsq75zvk,11.5
10758,windows 10 pro,unknown,intel core i3-2100,4.0,3100.0,unknown,16.0,ddr3,0.0,intel hd graphics 2000,0.0,240.0,intel h61 express,240.0,Нормальная,https://www.ozon.ru/product/lenovo-sistemnyy-blok-intel-core-i3-2100-ram-16-gb-ssd-240-gb-intel-hd-graphics-2000-windows-10-3006864584/?at=jytzqmljlcqkkront7awjl7fy88vpzi04ogmwtnkklnr,9.7
7742,windows 10 pro,unknown,intel core i3-2100,4.0,3100.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,0.0,120.0,intel h61 express,240.0,Хорошая,https://www.ozon.ru/product/lenovo-sistemnyy-blok-intel-core-i3-2100-ram-8-gb-ssd-120-gb-intel-hd-graphics-2000-windows-10-3006864242/?at=k8tz5wgw8cwlkgjjfgrwmevtol69xac1qp0vafyk9kz6,8.2
13170,windows 10 pro,unknown,intel core i3-2100,2.0,3100.0,unknown,16.0,ddr3,0.0,intel hd graphics 2000,0.0,512.0,intel h61 express,240.0,Хорошая,https://www.ozon.ru/product/lenovo-sistemnyy-blok-intel-core-i3-2100-ram-16-gb-ssd-512-gb-intel-hd-graphics-2000-windows-10-3006866636/?at=k2tozbv0yclxrk5quzpo5n6i8qrmx9snr3mxzsnlv10k,11.7
10039,windows 10 pro,unknown,intel core i3-2100,4.0,3100.0,unknown,16.0,ddr3,0.0,intel hd graphics 2000,0.0,120.0,intel h61 express,240.0,Нормальная,https://www.ozon.ru/product/lenovo-sistemnyy-blok-intel-core-i3-2100-ram-16-gb-ssd-120-gb-intel-hd-graphics-2000-windows-10-3006865840/?at=mztv43k8xcyv6zw4tzynvgotwoorqps5n8yzqhrg2y4,9.7
8786,windows 10 pro,unknown,intel core i3-2100,4.0,3100.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,0.0,240.0,intel h61 express,240.0,Нормальная,https://www.ozon.ru/product/lenovo-sistemnyy-blok-intel-core-i3-2100-ram-8-gb-ssd-240-gb-intel-hd-graphics-2000-windows-10-3006863124/?at=j8tgewgzpigzwnzlu02nvoyh3keeg8tqg1mgvc4po62d,8.2
6464,windows 10 pro,unknown,intel core i3-2100,2.0,3100.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,1.0,0.0,intel h61 express,240.0,Хорошая,https://www.ozon.ru/product/acer-sistemnyy-blok-acer-veriton-sff-intel-core-i3-2100-ram-8-gb-ssd-240-gb-intel-hd-graphics-2000-1801977448/?at=lrt6nejkofvqjkwdco8agmgf7xvklafw7d1pyhwmagv9,7.7
26490,windows 10 pro,unknown,intel core i3-3240,2.0,0.0,unknown,8.0,ddr3,0.0,nvidia geforce gtx 1050 (2 гб),2.0,0.0,intel h61 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-igrovoy-kompyuter-intel-core-i3-3240-ram-8-gb-ssd-128-gb-nvidia-geforce-2747294247/?at=dqtdla2mjseg5pk9s9vowpjuv9volpudj6gdpfn354lr,8.2
29906,unknown,unknown,intel core i3-6100,2.0,3700.0,unknown,16.0,ddr4,0.0,intel hd graphics 530,0.0,480.0,intel h110,300.0,Плохая,https://www.ozon.ru/product/robotcomp-sistemnyy-blok-sekretar-lite-mini-intel-core-i3-6100-ram-16-gb-ssd-480-gb-intel-1764805687/?at=grt254xlwfyo45zrfgqy8nasrxrbldt1j7pqrhklnje8,14.0
6376,windows 10 pro,unknown,intel core i3-2100,2.0,3100.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,1.0,0.0,intel h61 express,240.0,Хорошая,https://www.ozon.ru/product/acer-sistemnyy-blok-acer-veriton-sff-intel-core-i3-2100-ram-8-gb-ssd-120-gb-intel-hd-graphics-2000-1801977549/?at=vqtrz8mgote1wyqwflpyn3gcja598bcj3nzqys8w9b40,7.7
10201,windows 11 pro,unknown,intel core i3-3220,2.0,3300.0,unknown,8.0,ddr3,0.0,intel hd graphics,0.0,0.0,intel h61 express,400.0,Нормальная,https://www.ozon.ru/product/sistemnyy-blok-inroeka-office-ofisnyy-intel-core-i3-3220-ram-8-gb-ssd-256-gb-intel-hd-graphics-3200735044/?at=ozt63ynglfmvjp9rizxgmo8cy0xxykcraawmzuk5p1wz,9.2
30951,windows 10 pro,unknown,intel core i3-6100,2.0,3700.0,unknown,16.0,ddr4,0.0,intel hd graphics 530,0.0,480.0,intel h110,400.0,Плохая,https://www.ozon.ru/product/robotcomp-sistemnyy-blok-sekretar-lite-v2-white-intel-core-i3-6100-ram-16-gb-ssd-480-gb-intel-hd-1764805794/?at=16tlngymncenr5gwt2okmyrc0jj2kkfql13laijrwyzj,14.0
10556,windows 10 pro,unknown,intel core i3-2100,2.0,3100.0,unknown,16.0,ddr3,0.0,intel hd graphics 2000,1.0,0.0,intel h61 express,240.0,Нормальная,https://www.ozon.ru/product/acer-sistemnyy-blok-acer-veriton-sff-intel-core-i3-2100-ram-16-gb-ssd-480-gb-intel-hd-graphics-2000-1801977449/?at=57twl9mkgckvprwiexroq3swmo0qduzpelz0hwaxpwg,9.2
25786,windows 10 pro,unknown,intel core i3-3210,2.0,0.0,unknown,16.0,ddr3,0.0,nvidia geforce gt 1030 (4 гб),4.0,0.0,intel h61 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i3-3210-ram-16-gb-ssd-120-gb-nvidia-geforce-gt-1030-4-gb-windows-10-2634408141/?at=79tn1n56eslelmwmuyov67yi7lgknmcz0axqqiag6om1,8.2
20889,windows 10 pro,unknown,intel core i3-2100,2.0,3100.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,0.0,240.0,intel,240.0,Плохая,https://www.ozon.ru/product/lenovo-sistemnyy-blok-kompyuter-lenovo-m79-intel-core-i3-2100-ram-8-gb-ssd-240-gb-intel-hd-graphics-3219722155/?at=z6tooqlb8cjanxmltwznv04hpe64q1u6nwazdhkzjqzx,8.2
21245,windows 10 pro,unknown,intel core i3-3240,2.0,0.0,unknown,8.0,ddr3,0.0,nvidia geforce gt 610 (2 гб),2.0,0.0,intel h61 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i3-3240-ram-8-gb-ssd-128-gb-nvidia-geforce-gt-610-2-gb-windows-10-3142306113/?at=qqtjjnarlc3g1ad8h2nk3vwsaja7dzizmmzygsbmmlka,6.7
17008,windows 10 pro,unknown,intel core i3-4130,2.0,3400.0,unknown,16.0,ddr3,0.0,intel hd graphics,1.0,0.0,intel h81 express,400.0,Хорошая,https://www.ozon.ru/product/sistemnyy-blok-intel-core-i3-4130-ram-16-gb-ssd-240-gb-intel-hd-graphics-windows-10-pro-chernyy-1680216503/?at=ywta5ovw6uvp5ldncnlaodvip80el0un6yjxwu8jple3,11.4
27976,windows 10 pro,unknown,intel core i3-6100,2.0,0.0,unknown,32.0,ddr4,0.0,intel hd graphics 530,1.0,0.0,intel h110,350.0,Нормальная,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i3-6100-ram-32-gb-ssd-120-gb-intel-hd-graphics-530-windows-10-2641162495/?at=j8tgewgzpidpj7lriaeonv9cw4lx7wtp9n8ndfwkonrj,12.0
15898,windows 10 pro,unknown,intel core i3-3240,2.0,3300.0,unknown,8.0,ddr3,0.0,nvidia geforce gt 710 (2 гб),2.0,128.0,intel h61 express,500.0,Хорошая,https://www.ozon.ru/product/ankon-sistemnyy-blok-v1-intel-core-i3-3240-ram-8-gb-ssd-128-gb-nvidia-geforce-gt-710-2-gb-windows-970047134/?at=nrtrnd0lltrwjpziwz9o40txb2x4ohygzagqfrkpjz2,10.7
18467,windows 10 pro,unknown,intel core i3-3220,2.0,0.0,unknown,4.0,ddr3,0.0,intel hd graphics 2000,2.0,0.0,intel h61 express,450.0,Плохая,https://www.ozon.ru/product/risteq-sistemnyy-blok-kompyuter-dlya-raboty-i-doma-hi-office-v1-wifi-intel-core-i3-3220-ram-4-gb-ssd-3143062071/?at=j8tgewgzpivxel64cpon224cakjwe8f1zy2z2imymzlv,7.2
23447,windows,unknown,intel core i3-3220,2.0,3300.0,unknown,16.0,ddr3,0.0,intel hd graphics 2500,1.0,480.0,intel h61 express,350.0,Нормальная,https://www.ozon.ru/product/backspace-sistemnyy-blok-ofisnyy-intel-core-i3-3220-ram-16-gb-ssd-480-gb-intel-hd-graphics-2500-1271846856/?at=ywta5ovw6uav5gkpfopx8ynur3vzlfpvq6p8imlobr4,13.2
35564,windows 10 pro,unknown,intel core i3-6100,2.0,0.0,unknown,32.0,ddr4,0.0,nvidia geforce gt 730 (2 гб),2.0,0.0,intel h110,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i3-6100-ram-32-gb-ssd-128-gb-nvidia-geforce-gt-730-2-gb-windows-10-3142305032/?at=notwm3kxvc7me9opsmrvvpefy0j4q0ij5kk1wijjm3e6,11.0
23658,без ос,unknown,amd ryzen 3 3200g,4.0,3600.0,unknown,8.0,ddr4,0.0,amd radeon vega 3,0.0,0.0,amd a520,0.0,Нормальная,https://www.ozon.ru/product/cityline-sistemnyy-blok-a3760-amd-ryzen-3-3200g-ram-8-gb-ssd-256-gb-amd-radeon-vega-3-bez-os-cl-3229518933/?at=z6tooqlb8ck4o7xws5k7x9tvompzlujog4d4srwnvan,10.5
17512,windows 10 pro,unknown,intel core i3-7100,2.0,0.0,unknown,8.0,ddr4,0.0,intel hd graphics 530,1.0,0.0,intel h110,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i3-7100-ram-8-gb-ssd-120-gb-intel-hd-graphics-530-windows-10-1489578773/?at=k8tz5wgw8c8n6oyjugdqxvxuqywxozcoex0aktoy07kq,9.0
4382,windows,unknown,intel core i3-4150,2.0,3400.0,unknown,4.0,ddr3,0.0,nvidia geforce gt 610 (1 гб),0.0,0.0,unknown,0.0,Хорошая,https://www.ozon.ru/product/lenovo-sistemnyy-blok-m73-sff-intel-core-i3-4150-ram-4-gb-hdd-500-gb-nvidia-geforce-gt-610-1-gb-2997643284/?at=16tlngymncyjxz7ofwkkxjvuxbayvrhzr4vzguyjjw5p,5.2
17170,windows 10 pro,unknown,intel core i3-2120,2.0,0.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,1.0,0.0,intel h61 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i3-2120-ram-8-gb-ssd-240-gb-intel-hd-graphics-2000-windows-10-2634401211/?at=k8tz5wgw8cqmq0g9i9jnk8vse8xw21hyqvoovsrmzvry,7.7
15594,windows 10 pro,unknown,intel core i3-2100,2.0,3100.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,0.0,0.0,unknown,0.0,Плохая,https://www.ozon.ru/product/sistemnyy-blok-intel-core-i3-2100-ram-8-gb-ssd-240-gb-intel-hd-graphics-2000-windows-10-pro-chernyy-2515910829/?at=36twzk1m7ugaom3ty8ljzncpml724f0q9bdpcv4lrlv,6.2
22714,windows 10 pro,unknown,intel core i3-2100,2.0,0.0,unknown,8.0,ddr3,0.0,nvidia geforce gt 210 (1 гб),1.0,0.0,intel h61 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-igrovoy-kompyuter-intel-core-i3-2100-ram-8-gb-ssd-256-gb-nvidia-geforce-gt-210-2747295424/?at=nrtrnd0lltvqqn6yugm4bzxfrkqxzaiovz5nxhl2g5vq,6.7
11046,windows 10 pro,unknown,intel core i3-2100,2.0,3100.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,0.0,120.0,intel h61 express,400.0,Нормальная,https://www.ozon.ru/product/sistemnyy-blok-oneoffice-intel-core-i3-2100-ram-8-gb-ssd-120-gb-intel-hd-graphics-2000-windows-10-1563354449/?at=k2tozbv0ycdmp9wzf0zx4yvsrapyk2fyjg9y5fmylwlp,9.2
12629,windows 10 pro,unknown,intel core i3-3240,2.0,3400.0,unknown,8.0,ddr3,0.0,intel hd graphics 2500,2.0,120.0,intel h61 express,400.0,Хорошая,https://www.ozon.ru/product/gsm-sistemnyy-blok-intel-core-i3-3240-ram-8-gb-ssd-120-gb-intel-hd-graphics-2500-bez-os-chernyy-2425534336/?at=k2tozbv0ycxyldpki0pqwgliz3ppzqtgwml1dhezjlxx,10.7
15574,windows 10 pro,unknown,intel core i3-3220,2.0,0.0,unknown,16.0,ddr3,0.0,intel hd graphics 2000,1.0,0.0,intel h61 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i3-3220-ram-16-gb-ssd-120-gb-intel-hd-graphics-2000-windows-10-1489580711/?at=r2t4lzkjwhjkanezfornpljuvkqyaluqokr1oc189lyg,9.2
52110,windows 10 pro,unknown,intel core i3-7100,2.0,0.0,unknown,16.0,ddr4,0.0,nvidia geforce rtx 3050 (6 гб),6.0,0.0,intel h110,450.0,Нормальная,https://www.ozon.ru/product/yukoms-sistemnyy-blok-igrovoy-kompyuter-intel-core-i3-7100-ram-16-gb-ssd-128-gb-nvidia-geforce-2747330988/?at=jytzqmljlcgyybpntovw4mqfmp2kq4izzmy6qhlvarr6,15.5
17333,windows 10 pro,unknown,intel core i3-3220,2.0,0.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,1.0,0.0,intel h61 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i3-3220-ram-8-gb-ssd-240-gb-intel-hd-graphics-2000-windows-10-1489578314/?at=lrt6nejkofadvrvri4y5bgyfwy8valijba0mgf62wkvp,7.7
13041,windows 11 pro,unknown,amd ryzen 3 2200g,4.0,3600.0,unknown,8.0,ddr4,0.0,amd radeon vega 8,2.0,128.0,amd b450,300.0,Хорошая,https://www.ozon.ru/product/sistemnyy-blok-amd-ryzen-3-2200g-ram-8-gb-ssd-128-gb-amd-radeon-vega-8-windows-11-pro-3244949813/?at=83tbpqvmotyglp2atag9yzaso7kowyuyewvzouoar9ok,13.0
27311,windows 10 pro,unknown,intel core i3-4160,2.0,0.0,unknown,8.0,ddr3,0.0,nvidia geforce gtx 1050 ti (4 гб),4.0,0.0,intel h81 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-igrovoy-kompyuter-intel-core-i3-4160-ram-8-gb-ssd-128-gb-nvidia-geforce-gtx-2747289716/?at=gpt4zyxwph5j13q8sqv4jxecpl8wxauopwojbhm7b5vo,8.4
32370,windows 10 pro,unknown,intel core i3-2100,2.0,0.0,unknown,16.0,ddr3,0.0,nvidia geforce gt 210 (1 гб),1.0,0.0,intel h61 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i3-2100-ram-16-gb-ssd-1000-gb-nvidia-geforce-gt-210-1-gb-windows-10-3142306287/?at=grt254xlwfmv7roksayak26cpm2xgzcmyeapjckj0ly7,8.2
26469,windows 10 pro,unknown,intel core i5-4460,4.0,3200.0,unknown,8.0,ddr3,0.0,intel hd graphics 4600,0.0,480.0,intel,500.0,Нормальная,https://www.ozon.ru/product/robotcomp-sistemnyy-blok-proton-biznes-v2-white-intel-core-i5-4460-ram-8-gb-ssd-480-gb-intel-1794833309/?at=vqtrz8mgotax6ryouzj7b58ijyl4yrcyvzqn5upowvaz,10.2
11792,windows 10 pro,unknown,intel core i5-2300,4.0,3100.0,unknown,16.0,ddr3,0.0,intel hd graphics 2000,0.0,240.0,intel h61 express,240.0,Нормальная,https://www.ozon.ru/product/lenovo-sistemnyy-blok-intel-core-i5-2300-ram-16-gb-ssd-240-gb-intel-hd-graphics-2000-windows-10-3006866731/?at=79tn1n56esxjrd8kcl9yjvbhrb0mvktol2ldmfp7poxj,8.7
9831,windows 10 pro,unknown,intel core i5-2300,4.0,3100.0,unknown,8.0,ddr3,0.0,intel hd graphics 2000,0.0,240.0,intel h61 express,240.0,Нормальная,https://www.ozon.ru/product/lenovo-sistemnyy-blok-intel-core-i5-2300-ram-8-gb-ssd-240-gb-intel-hd-graphics-2000-windows-10-3006867200/?at=36twzk1m7uowgy49smaznr0tqq3wz8udpnxansg7wdqm,7.2
10965,windows 10 pro,unknown,intel core i5-2300,4.0,3100.0,unknown,16.0,ddr3,0.0,intel hd graphics 2000,0.0,120.0,intel h61 express,240.0,Нормальная,https://www.ozon.ru/product/lenovo-sistemnyy-blok-intel-core-i5-2300-ram-16-gb-ssd-120-gb-intel-hd-graphics-2000-windows-10-3006865836/?at=ywta5ovw6uqxk7qnhake3qmirx37yrfrejxlrflgaolq,8.7
26274,unknown,unknown,intel core i5-4460,0.0,0.0,unknown,16.0,"ddr3, ddr3l",0.0,amd radeon rx 580 (8 гб),8.0,620.0,unknown,0.0,Нормальная,https://www.ozon.ru/product/sistemnyy-blok-intel-core-i5-4460-ram-16-gb-ssd-120-gb-hdd-500-gb-amd-radeon-rx-580-8-gb-chernyy-3333853488/?at=vqtrz8mgotz0zqxha9w460uqbgvkxij4l5lvsmw6owv,10.9
27708,windows 10 pro,unknown,intel core i5-3470,4.0,3200.0,unknown,16.0,ddr3,0.0,intel hd graphics 2500,0.0,512.0,"intel h61 express, intel b75 express",450.0,Нормальная,https://www.ozon.ru/product/auroralabs-sistemnyy-blok-intel-core-i5-3470-ram-16-gb-ssd-512-gb-intel-hd-graphics-2500-windows-1117557199/?at=mztv43k8xcqqk9rnsd9pgz3fgwz2nu9qnx05hjyqovo,12.7
33123,windows 10 pro,unknown,intel core i5-8400,6.0,4000.0,unknown,16.0,ddr4,0.0,intel hd graphics,2.0,480.0,intel h310,450.0,Хорошая,https://www.ozon.ru/product/sistemnyy-blok-kompyuter-pk-intel-core-i5-8400-ram-16-gb-ssd-480-gb-intel-hd-graphics-windows-10-3006865764/?at=xqtkokvnbf2wnkxjcbpzoletwoxj1xur1jpzkhqyvyov,15.5
19262,windows 10 pro,unknown,intel core i5-3470,4.0,3200.0,unknown,16.0,ddr3,0.0,intel hd graphics,1.0,480.0,intel h81 express,450.0,Хорошая,https://www.ozon.ru/product/sistemnyy-blok-kompyuter-pk-intel-core-i5-3470-ram-16-gb-ssd-480-gb-intel-hd-graphics-windows-10-3006867197/?at=mztv43k8xc4xbw8jcr27vorhq710odtwrzgavirrxjxp,12.4
42731,windows 11 pro,unknown,intel core i5-8500,6.0,3000.0,unknown,16.0,ddr4,0.0,intel hd graphics 630,0.0,512.0,intel h310,450.0,Хорошая,https://www.ozon.ru/product/auroralabs-sistemnyy-blok-intel-core-i5-8500-ram-16-gb-ssd-512-gb-intel-hd-graphics-630-windows-1947102785/?at=08tywbowjcp9n9ypcey6op0cznnjpmin2vxmru4a00jr,15.0
17092,windows 10 pro,unknown,intel core i5-2400,4.0,3400.0,unknown,16.0,ddr3,0.0,intel hd graphics,1.0,240.0,intel h81 express,450.0,Хорошая,https://www.ozon.ru/product/sistemnyy-blok-kompyuter-pk-intel-core-i5-2400-ram-16-gb-ssd-240-gb-intel-hd-graphics-windows-10-3123495382/?at=vqtrz8mgotg8xrmghy5rjvyuzvzqkjs5pnwg3sb7w5oo,12.4
78764,windows 10 pro,unknown,amd ryzen 5 2600,6.0,3400.0,unknown,16.0,ddr4,0.0,nvidia geforce rtx 3050 (8 гб),8.0,512.0,amd a320,600.0,Нормальная,https://www.ozon.ru/product/kompovoy-sistemnyy-blok-igrovoy-kompyuter-r5-2600-amd-ryzen-5-2600-ram-16-gb-ssd-512-gb-1658447359/?at=w0tg3xmq0iykgdplcgxl3ygs26pllnhln0ra9t88kpr2,22.2
30942,windows 10 pro,unknown,intel core i5-4590,4.0,0.0,unknown,16.0,ddr3,0.0,nvidia geforce gtx 1050 ti (4 гб),4.0,0.0,intel h81 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i5-4590-ram-16-gb-ssd-128-gb-nvidia-geforce-gtx-1050-ti-4-gb-925624098/?at=gpt4zyxwphagwpyqtz06agzujjbnkmsy3vvnyha3krpj,8.9
39569,windows 10 pro,unknown,intel core i5-3450,4.0,0.0,unknown,8.0,ddr3,0.0,nvidia geforce gtx 1660 super (6 гб),6.0,0.0,intel h61 express,450.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-intel-core-i5-3450-ram-8-gb-ssd-256-gb-nvidia-geforce-gtx-1660-super-6-gb-2923697708/?at=16tlngymncymqyaxcze65qxhmaqw4vtvoyzn3sggvq5r,10.2
40054,windows 10 pro,unknown,amd ryzen 5 1600,6.0,0.0,unknown,8.0,ddr4,0.0,amd radeon rx 580 (8 гб),8.0,0.0,amd a320,450.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-igrovoy-kompyuter-amd-ryzen-5-1600-ram-8-gb-ssd-128-gb-amd-radeon-rx-580-8-gb-2747345791/?at=pztp3orlqcpqlndguzgdoolsezwj5ocvvmyx6hpkkp86,12.2
28377,windows 10 pro,unknown,intel core i5-2300,4.0,0.0,unknown,8.0,ddr3,0.0,nvidia geforce gtx 1050 ti (4 гб),4.0,0.0,intel h61 express,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-igrovoy-kompyuter-intel-core-i5-2300-ram-8-gb-ssd-256-gb-nvidia-geforce-gtx-2747319754/?at=46trk5nwyfql5opqie9djkbfmmnqkrheoqjb8f9jxnry,7.2
28014,windows 10 pro,unknown,amd ryzen 5 1600,6.0,0.0,unknown,8.0,ddr4,0.0,amd radeon rx 550 (4 гб),4.0,0.0,amd a320,350.0,Нормальная,https://www.ozon.ru/product/yukoms-sistemnyy-blok-amd-ryzen-5-1600-ram-8-gb-ssd-120-gb-amd-radeon-rx-550-4-gb-windows-10-2641207308/?at=lrt6nejkofvrnremfyyke5xi5jkn8zuj4r640uw0o17b,10.0
41296,windows 10 pro,unknown,intel core i5-8400,6.0,0.0,unknown,16.0,ddr4,0.0,nvidia geforce gtx 1050 (2 гб),2.0,0.0,intel h110,350.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-igrovoy-kompyuter-intel-core-i5-8400-ram-16-gb-ssd-512-gb-nvidia-geforce-1863446566/?at=46trk5nwyf8x24kzuwo4yynuepyl9ytr3rbnzc8gky50,10.5
40907,windows 10 pro,unknown,intel core i5-4570,4.0,0.0,unknown,8.0,ddr3,0.0,nvidia geforce gtx 1660 (6 гб),6.0,0.0,intel h81 express,450.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-igrovoy-kompyuter-intel-core-i5-4570-ram-8-gb-ssd-256-gb-nvidia-geforce-2747317231/?at=k8tz5wgw8cqxw3l7u919r1ycqgjqwpczg6vpgikmddvl,10.4
30858,windows 10 pro,unknown,intel core i5-3470,4.0,0.0,unknown,16.0,ddr3,0.0,nvidia geforce gtx 1050 ti (4 гб),4.0,0.0,intel h61 express,450.0,Плохая,https://www.ozon.ru/product/yukoms-sistemnyy-blok-igrovoy-kompyuter-intel-core-i5-3470-ram-16-gb-ssd-128-gb-nvidia-geforce-gtx-1175931186/?at=brtz5kqmpfgaj4mlurr6rr2id4lp6fqgy6llsxa5vmw,9.7
41166,unknown,unknown,intel core i5-3470,2.0,3000.0,unknown,8.0,ddr3,0.0,amd radeon rx 560 (4 гб),4.0,960.0,intel,400.0,Плохая,https://www.ozon.ru/product/robotcomp-sistemnyy-blok-orion-white-intel-core-i5-3470-ram-8-gb-ssd-960-gb-amd-radeon-rx-560-4-567178629/?at=z8tx9gzrpioaj6qku2m4l8rs45ep5wtbr637ytraq9xm,11.2
17733,windows,unknown,intel core i5-4570,4.0,3200.0,unknown,8.0,ddr3,0.0,intel hd graphics,1.0,240.0,unknown,450.0,Плохая,https://www.ozon.ru/product/treidcomputers-sistemnyy-blok-intel-core-i5-4570-ram-8-gb-ssd-240-gb-intel-hd-graphics-1940505562/?at=57twl9mkgc89jrpzfxgkr9rhvv0yxncwxr9wjulp8gzx,9.7
